CustomerID;Value;Frequency;Recency;Country
14855;6.8;1;134;United Kingdom
14856;116.4;2;36;United Kingdom
14857;120.3;1;59;United Kingdom
14859;153.06;2;80;United Kingdom
14860;58.84;1;19;United Kingdom
14862;104.64;2;25;United Kingdom
14863;17.4;1;29;United Kingdom
14866;1964.04;6;38;United Kingdom
14867;62.24;2;218;United Kingdom
14868;325.48;7;21;United Kingdom
14869;138.47;2;8;United Kingdom
14871;62.58;4;3;United Kingdom
14873;15.3;1;210;United Kingdom
14875;182.07;1;107;United Kingdom
14878;98.46;7;36;United Kingdom
14880;66.34;2;77;United Kingdom
14881;44.76;1;19;United Kingdom
14883;25.72;3;73;United Kingdom
14885;50.4;1;131;United Kingdom
14886;19.8;1;252;United Kingdom
14887;358;1;79;United Kingdom
14888;54;1;207;United Kingdom
14889;27.45;1;336;United Kingdom
14890;43.2;1;253;United Kingdom
14891;66.42;2;148;United Kingdom
14893;67.71;2;9;United Kingdom
14895;931.16;13;7;United Kingdom
14896;44.9;2;204;United Kingdom
14897;251.95;4;7;United Kingdom
14898;100;5;23;United Kingdom
14901;133.73;6;11;United Kingdom
14902;0.3;2;21;United Kingdom
14903;354.19;5;21;United Kingdom
14904;111.28;2;2;United Kingdom
14905;81.6;1;233;United Kingdom
14907;287.31;5;3;United Kingdom
14908;9.9;1;74;United Kingdom
14910;12.48;1;31;United Kingdom
14911;13869.7;182;1;Other
14913;160.2;4;35;United Kingdom
14915;19.8;1;277;United Kingdom
14916;276;4;70;United Kingdom
14918;160.26;2;115;United Kingdom
14920;118.17;2;212;United Kingdom
14921;234.6;2;30;United Kingdom
14923;72.03;1;50;United Kingdom
14924;8.75;1;245;United Kingdom
14929;10.2;1;32;United Kingdom
14930;213.53;3;108;Other
14931;74.45;3;4;Other
14934;199.5;3;72;Other
14935;162.72;1;297;Other
14936;758.91;6;33;Other
14937;295.68;2;56;Other
14944;678.23;8;29;United Kingdom
14947;30;1;72;United Kingdom
14948;90.15;3;23;United Kingdom
14950;17;1;19;United Kingdom
14951;9;1;79;United Kingdom
14952;888.01;9;46;United Kingdom
14953;9.36;1;25;United Kingdom
14954;37.99;1;12;United Kingdom
14957;4.75;1;253;United Kingdom
14958;8.8;2;185;United Kingdom
14959;117.22;5;59;United Kingdom
14960;85.55;2;8;United Kingdom
14961;556.83;7;10;United Kingdom
14962;9.95;1;270;United Kingdom
14963;236.34;5;9;United Kingdom
14965;76.6;1;96;United Kingdom
14966;25.31;1;14;United Kingdom
14967;204;1;49;United Kingdom
14968;13.64;1;30;United Kingdom
14970;270.3;4;68;United Kingdom
14971;98.37;2;35;United Kingdom
14972;13.49;1;128;United Kingdom
14973;28.2;2;107;United Kingdom
14974;11.8;1;37;United Kingdom
14975;54.5;1;57;United Kingdom
14976;120.4;4;57;United Kingdom
14978;235.93;5;72;United Kingdom
14984;12.4;1;19;United Kingdom
14985;43.17;2;198;United Kingdom
14988;46.7;1;211;United Kingdom
14995;29.25;2;38;United Kingdom
14997;60.72;2;88;United Kingdom
14998;77.23;2;170;United Kingdom
15000;15.45;1;47;United Kingdom
15002;102.59;4;115;United Kingdom
15004;283.44;1;147;United Kingdom
15005;752.33;31;15;United Kingdom
15006;112.94;1;51;United Kingdom
15007;51.15;1;159;United Kingdom
15009;118.47;3;12;United Kingdom
15010;35.4;1;35;United Kingdom
15012;22.1;2;53;United Kingdom
15014;27.03;2;43;United Kingdom
15017;8.5;1;33;United Kingdom
15018;85.97;3;38;United Kingdom
15019;20.7;1;266;United Kingdom
15021;126.46;11;8;United Kingdom
15022;119.45;3;11;United Kingdom
15023;690.47;10;3;United Kingdom
15024;210.85;6;9;United Kingdom
15025;44.34;1;33;United Kingdom
15026;30.9;2;80;United Kingdom
15027;45;1;238;United Kingdom
15028;1.67;1;42;United Kingdom
15030;20.4;1;268;United Kingdom
15031;46.36;3;30;United Kingdom
15032;-152.5;2;256;United Kingdom
15033;286.59;10;4;United Kingdom
15034;480.28;9;15;United Kingdom
15035;31.75;1;89;United Kingdom
15036;36.93;2;72;United Kingdom
15038;87.88;5;68;United Kingdom
15039;2158.37;38;9;United Kingdom
15041;25.85;1;170;United Kingdom
15044;554.97;14;19;United Kingdom
15045;352.5;3;151;United Kingdom
15046;453.68;12;9;United Kingdom
15047;23.4;1;269;United Kingdom
15048;52.28;5;65;United Kingdom
15050;74.31;1;71;United Kingdom
15051;141.18;3;23;United Kingdom
15052;9.25;1;319;United Kingdom
15053;28.95;3;4;United Kingdom
15054;25.36;2;12;United Kingdom
15057;334;1;315;United Kingdom
15058;318.8;11;25;United Kingdom
15059;144.35;6;40;United Kingdom
15060;28.03;3;8;United Kingdom
15061;7866.24;27;3;United Kingdom
15062;94.62;3;71;United Kingdom
15063;65.1;1;213;United Kingdom
15065;322.14;3;164;United Kingdom
15066;151.59;2;31;United Kingdom
15067;126.7;2;78;United Kingdom
15068;68.2;2;46;United Kingdom
15069;153.15;1;179;United Kingdom
15071;88.75;2;93;United Kingdom
15073;-7.63;4;9;United Kingdom
15074;90.9;1;105;United Kingdom
15075;10.2;1;77;United Kingdom
15076;68.8;1;172;United Kingdom
15078;906.97;21;7;United Kingdom
15079;113.95;3;212;United Kingdom
15081;61.35;2;208;United Kingdom
15087;42.3;1;281;United Kingdom
15088;103.32;2;21;United Kingdom
15089;248.65;5;22;United Kingdom
15090;45.9;1;308;United Kingdom
15091;38.64;1;67;United Kingdom
15092;64.68;2;215;United Kingdom
15093;287.2;6;18;United Kingdom
15095;72.9;3;103;United Kingdom
15097;31.5;1;4;United Kingdom
15098;38970;1;182;United Kingdom
15099;119.68;1;84;United Kingdom
15100;-131.4;1;367;United Kingdom
15103;52.54;2;31;United Kingdom
15104;51.39;3;166;United Kingdom
15105;272.22;5;18;United Kingdom
15106;133.14;5;17;United Kingdom
15107;-14.8;4;332;United Kingdom
15108;141.8;2;141;Other
15109;26.15;2;240;United Kingdom
15110;60.2;5;23;United Kingdom
15111;115.4;3;29;United Kingdom
15113;570.33;3;9;United Kingdom
15114;318.39;10;30;United Kingdom
15115;97.42;1;18;United Kingdom
15116;82.92;3;17;United Kingdom
15117;377.15;4;14;United Kingdom
15118;244.8;1;134;United Kingdom
15121;63.9;1;288;United Kingdom
15122;186.84;4;85;United Kingdom
15123;254.64;2;7;United Kingdom
15124;16.6;1;191;United Kingdom
15125;667.84;5;113;United Kingdom
15127;34.92;1;65;United Kingdom
15128;131.23;5;60;United Kingdom
15129;466.4;7;50;United Kingdom
15130;25.2;1;169;United Kingdom
15132;111.15;3;105;United Kingdom
15133;222.12;3;127;United Kingdom
15134;215.99;7;14;United Kingdom
15136;140.25;4;2;United Kingdom
15139;9.36;1;239;United Kingdom
15140;343.61;6;52;United Kingdom
15142;27.6;1;46;United Kingdom
15143;37.5;1;225;United Kingdom
15144;373.7;9;8;United Kingdom
15145;155.36;3;43;United Kingdom
15146;61.44;3;164;United Kingdom
15147;34.8;1;240;United Kingdom
15148;45;1;10;United Kingdom
15149;70.05;1;133;United Kingdom
15150;515.5;7;17;United Kingdom
15152;418.4;12;9;United Kingdom
15153;56.93;1;31;United Kingdom
15154;49.69;1;75;United Kingdom
15156;115.34;3;1;United Kingdom
15157;320.44;4;3;United Kingdom
15159;1976.63;24;4;United Kingdom
15163;11.55;2;18;United Kingdom
15164;99.29;3;68;United Kingdom
15167;25.15;1;320;United Kingdom
15168;47.7;1;25;United Kingdom
15172;197.66;4;8;United Kingdom
15174;39.84;1;322;United Kingdom
15175;10.4;1;71;United Kingdom
15179;153.48;3;18;United Kingdom
15181;287.49;4;66;United Kingdom
15182;75.1;2;154;United Kingdom
15184;23.08;2;29;United Kingdom
15185;23.52;1;70;United Kingdom
15186;47.85;2;14;United Kingdom
15187;370.66;6;1;United Kingdom
15189;2058.04;20;3;United Kingdom
15192;93.84;2;119;United Kingdom
15193;49.6;1;60;United Kingdom
15194;1074.3;16;3;United Kingdom
15197;15;1;10;United Kingdom
15198;5.04;1;124;United Kingdom
15199;65.4;1;308;United Kingdom
15201;204.25;6;78;United Kingdom
15203;231.22;6;25;United Kingdom
15205;61.78;3;85;United Kingdom
15206;17.7;1;275;United Kingdom
15208;44.65;3;1;United Kingdom
15211;102.94;2;60;United Kingdom
15212;16.9;2;239;United Kingdom
15213;2.1;1;318;United Kingdom
15214;227.92;8;1;United Kingdom
15215;57.54;2;46;United Kingdom
15218;865.09;9;10;United Kingdom
15220;243.88;5;51;United Kingdom
15223;-69.55;2;249;United Kingdom
15224;19;2;358;United Kingdom
15225;121.2;1;234;United Kingdom
15227;114.56;5;36;United Kingdom
15228;326.1;4;66;United Kingdom
15232;49.46;2;113;United Kingdom
15234;10.2;1;276;United Kingdom
15235;230.61;10;217;United Kingdom
15236;14.85;1;298;United Kingdom
15237;154.8;3;78;United Kingdom
15238;76.95;3;29;United Kingdom
15239;102.45;2;10;United Kingdom
15240;206.2;4;44;United Kingdom
15241;190.92;5;73;United Kingdom
15243;33.75;1;74;United Kingdom
15244;36.48;1;65;United Kingdom
15245;297.61;3;134;United Kingdom
15246;57;2;238;United Kingdom
15247;147.6;1;122;United Kingdom
15249;609.08;13;31;United Kingdom
15251;670.65;5;81;United Kingdom
15252;66.51;1;36;United Kingdom
15253;31.5;2;88;United Kingdom
15254;44.7;1;127;United Kingdom
15255;120.3;1;66;United Kingdom
15256;32;1;148;United Kingdom
15257;118.25;2;281;United Kingdom
15258;124.55;2;168;United Kingdom
15260;267.7;6;100;United Kingdom
15261;22.88;1;135;United Kingdom
15264;30;1;64;United Kingdom
15265;222.24;2;151;United Kingdom
15266;55.7;1;338;United Kingdom
15270;96.3;2;238;United Kingdom
15271;216.77;9;26;United Kingdom
15272;39.76;2;57;United Kingdom
15274;52.51;2;4;United Kingdom
15275;46.38;1;37;United Kingdom
15276;8.34;1;66;United Kingdom
15277;32.4;1;46;United Kingdom
15279;26.1;1;354;United Kingdom
15280;8.7;1;172;United Kingdom
15281;247.6;9;58;United Kingdom
15287;17.7;1;70;United Kingdom
15288;83.73;3;155;United Kingdom
15289;20.52;3;29;United Kingdom
15290;862.17;11;4;United Kingdom
15291;640.64;9;25;United Kingdom
15292;23.35;1;201;United Kingdom
15296;432.9;5;50;United Kingdom
15297;35.4;1;29;United Kingdom
15298;314.26;7;10;United Kingdom
15299;-65.91;1;301;United Kingdom
15300;22.5;1;64;United Kingdom
15301;594.14;9;50;United Kingdom
15303;53.01;1;290;United Kingdom
15304;43.2;1;164;United Kingdom
15306;69.62;3;64;United Kingdom
15308;11.9;1;274;United Kingdom
15311;6135.1;94;3;United Kingdom
15312;118.4;3;75;United Kingdom
15314;30;1;199;United Kingdom
15315;31.92;1;64;United Kingdom
15318;32.28;1;3;United Kingdom
15319;10.5;1;283;United Kingdom
15320;10.8;1;44;United Kingdom
15321;416.37;3;70;United Kingdom
15322;30.62;2;64;United Kingdom
15325;19.44;1;103;United Kingdom
15326;28.74;1;333;United Kingdom
15329;60.64;2;134;United Kingdom
15332;147.2;1;369;Other
15333;22.5;1;208;United Kingdom
15334;62.15;3;156;United Kingdom
15335;16.7;1;53;United Kingdom
15339;57.41;2;66;United Kingdom
15341;102;1;80;United Kingdom
15343;19.7;1;87;United Kingdom
15344;63.3;3;0;United Kingdom
15345;31.95;2;35;United Kingdom
15346;15;1;332;United Kingdom
15349;30.82;2;158;United Kingdom
15351;168.05;6;12;United Kingdom
15353;40.31;1;254;United Kingdom
15355;11.9;1;53;United Kingdom
15356;243.95;10;31;United Kingdom
15358;945.05;20;4;United Kingdom
15360;46.8;1;39;United Kingdom
15363;69;1;372;United Kingdom
15364;54.55;1;95;United Kingdom
15365;284.15;7;25;United Kingdom
15366;80.4;2;75;United Kingdom
15367;293.85;3;57;United Kingdom
15368;92.1;1;21;United Kingdom
15370;188.92;4;71;United Kingdom
15372;120;1;137;United Kingdom
15373;295.75;11;8;United Kingdom
15376;127.63;2;117;United Kingdom
15379;319.01;6;169;United Kingdom
15380;276.9;3;46;United Kingdom
15381;30.6;1;268;United Kingdom
15382;697.37;6;14;United Kingdom
15384;28.74;2;169;United Kingdom
15385;10.5;1;40;United Kingdom
15386;30;1;186;United Kingdom
15392;219.45;4;4;United Kingdom
15393;35.1;1;281;United Kingdom
15394;131.5;3;9;United Kingdom
15396;40.74;1;112;United Kingdom
15397;14.85;1;289;United Kingdom
15398;160.44;2;16;United Kingdom
15399;57.92;3;1;United Kingdom
15400;110.2;2;128;United Kingdom
15402;32.54;2;148;United Kingdom
15406;78.08;2;31;United Kingdom
15407;71.15;4;33;United Kingdom
15408;13.1;1;264;United Kingdom
15410;326.3;5;99;United Kingdom
15411;176.56;4;26;United Kingdom
15414;94.76;2;9;United Kingdom
15415;115.35;1;313;United Kingdom
15416;572.1;4;64;United Kingdom
15417;41.6;1;85;United Kingdom
15421;157.9;3;58;United Kingdom
15422;32.3;2;323;United Kingdom
15424;56.7;2;254;United Kingdom
15426;136.3;6;19;United Kingdom
15427;124.45;3;33;United Kingdom
15428;22.5;1;15;United Kingdom
15429;31.9;2;26;United Kingdom
15432;25.2;1;23;United Kingdom
15433;26.76;3;79;United Kingdom
15434;97.16;5;8;United Kingdom
15435;14.7;1;22;United Kingdom
15436;104.62;3;12;United Kingdom
15437;14.85;1;262;United Kingdom
15438;5.1;1;131;United Kingdom
15440;19.3;3;54;United Kingdom
15443;341.45;7;1;United Kingdom
15444;186.51;2;9;United Kingdom
15447;28.1;1;330;United Kingdom
15449;160.11;3;26;United Kingdom
15450;72.42;1;30;United Kingdom
15452;41.43;2;71;United Kingdom
15453;164.88;7;1;United Kingdom
15454;16.7;1;362;United Kingdom
15456;40.5;2;283;United Kingdom
15457;37.63;1;262;United Kingdom
15458;15;1;25;United Kingdom
15460;11.95;1;354;United Kingdom
15462;15;1;94;United Kingdom
15463;30.6;1;29;United Kingdom
15464;84.27;1;338;United Kingdom
15465;917.01;8;19;United Kingdom
15466;25.21;1;85;United Kingdom
15467;26.25;1;152;United Kingdom
15468;126.34;1;51;United Kingdom
15469;57.15;2;50;United Kingdom
15471;37.89;1;2;United Kingdom
15472;43.75;1;113;United Kingdom
15473;282;2;58;United Kingdom
15475;65.16;1;77;United Kingdom
15478;226.29;2;40;United Kingdom
15480;143.14;1;116;Other
15482;138.7;9;15;United Kingdom
15483;31.54;3;161;United Kingdom
15484;338.36;3;1;United Kingdom
15485;211.11;3;30;United Kingdom
15488;76.32;1;92;United Kingdom
15489;209.23;4;22;United Kingdom
15491;356.46;6;95;United Kingdom
15492;124.28;1;74;United Kingdom
15493;265.05;5;32;United Kingdom
15494;62;2;21;United Kingdom
15497;83.4;1;17;United Kingdom
15498;1106.45;23;2;United Kingdom
15500;135.59;4;8;United Kingdom
15502;-2524.35;13;21;United Kingdom
15503;22.32;1;362;United Kingdom
15504;3.12;1;81;United Kingdom
15505;672.3;5;52;United Kingdom
15506;105.19;3;22;United Kingdom
15507;74.8;1;171;United Kingdom
15508;132.89;5;189;United Kingdom
15511;131.3;5;11;United Kingdom
15513;934.36;14;33;United Kingdom
15514;287.59;8;12;United Kingdom
15516;12.26;2;46;United Kingdom
15517;50.6;1;233;United Kingdom
15518;264.98;7;64;United Kingdom
15520;10.2;1;1;United Kingdom
15521;92.02;7;94;United Kingdom
15522;24.87;2;32;United Kingdom
15523;267.15;1;84;United Kingdom
15525;135.13;3;2;United Kingdom
15526;121.9;1;33;United Kingdom
15527;134.97;8;18;United Kingdom
15528;9.95;1;254;United Kingdom
15529;388.09;11;22;United Kingdom
15530;44.67;3;21;United Kingdom
15531;212.41;2;8;United Kingdom
15532;189.61;4;25;United Kingdom
15533;142.85;3;19;United Kingdom
15535;65.65;5;173;United Kingdom
15537;5;1;163;United Kingdom
15539;40.2;1;7;United Kingdom
15540;22.9;1;11;United Kingdom
15541;15.66;1;114;United Kingdom
15543;14.75;1;288;United Kingdom
15544;414.86;9;9;United Kingdom
15545;61.28;2;54;United Kingdom
15547;722.82;13;7;United Kingdom
15549;70.95;3;157;United Kingdom
15550;65.9;2;106;United Kingdom
15551;79;1;36;United Kingdom
15552;12.83;1;217;United Kingdom
15553;52.02;1;60;United Kingdom
15555;522.4;18;12;United Kingdom
15556;66.75;1;24;United Kingdom
15557;44.34;1;28;United Kingdom
15561;142.05;3;11;United Kingdom
15563;139.11;3;22;United Kingdom
15565;16.5;1;70;United Kingdom
15567;99.84;1;18;United Kingdom
15568;103.26;3;2;United Kingdom
15569;70.2;1;131;United Kingdom
15570;427.06;10;10;United Kingdom
15571;6.24;1;33;United Kingdom
15572;356.26;7;4;United Kingdom
15573;89.03;2;31;United Kingdom
15574;76.28;2;358;United Kingdom
15576;357.91;1;37;United Kingdom
15577;62.65;3;151;United Kingdom
15579;37.2;2;68;United Kingdom
15581;126.6;8;172;United Kingdom
15582;58.5;3;24;United Kingdom
15584;58.6;4;23;United Kingdom
15585;51.24;1;176;United Kingdom
15589;128.9;2;255;United Kingdom
15592;64.84;1;46;United Kingdom
15594;153.9;6;15;United Kingdom
15596;120.2;5;214;United Kingdom
15597;53.4;1;35;United Kingdom
15598;57.86;2;35;United Kingdom
15599;45.48;2;26;United Kingdom
15601;911.69;14;11;United Kingdom
15602;103.42;5;70;United Kingdom
15604;39.83;1;52;United Kingdom
15605;113.43;4;36;United Kingdom
15606;331.05;7;61;United Kingdom
15607;4.56;1;336;United Kingdom
15608;156.42;2;60;United Kingdom
15609;31.3;1;184;United Kingdom
15611;256.5;4;9;United Kingdom
15615;1342.34;19;10;United Kingdom
15618;94.87;4;32;United Kingdom
15620;119.67;3;56;United Kingdom
15621;236.88;1;21;United Kingdom
15622;223.16;10;3;United Kingdom
15623;75.4;1;141;United Kingdom
15624;60.35;3;116;United Kingdom
15625;56.34;3;130;United Kingdom
15626;25.2;1;74;United Kingdom
15628;280.25;7;4;United Kingdom
15630;179.9;2;45;United Kingdom
15632;470.51;9;15;United Kingdom
15634;15;1;17;United Kingdom
15636;15;1;282;United Kingdom
15637;6.96;1;52;United Kingdom
15640;1248.9;14;4;United Kingdom
15641;199.62;4;105;United Kingdom
15643;29.45;2;191;United Kingdom
15644;102.52;4;166;United Kingdom
15645;112.79;1;18;United Kingdom
15646;35.4;2;246;United Kingdom
15648;70.8;2;204;United Kingdom
15651;93.5;2;36;United Kingdom
15652;65.07;1;91;United Kingdom
15653;414.72;1;92;United Kingdom
15654;394.95;2;9;United Kingdom
15655;32.7;1;243;United Kingdom
15656;89.15;3;45;United Kingdom
15658;91.75;5;197;United Kingdom
15660;136.5;4;85;United Kingdom
15663;15;1;106;United Kingdom
15664;55.8;1;50;United Kingdom
15665;358.22;2;168;United Kingdom
15667;41.4;1;39;United Kingdom
15669;25.5;1;263;United Kingdom
15670;35.55;1;296;United Kingdom
15671;155.32;6;25;United Kingdom
15673;468.77;4;88;United Kingdom
15674;213.95;4;73;United Kingdom
15675;50.22;3;81;United Kingdom
15676;408.47;5;9;United Kingdom
15677;44.9;1;49;United Kingdom
15679;45.25;1;30;United Kingdom
15680;274.75;3;9;United Kingdom
15681;130.8;3;25;United Kingdom
15683;15;1;117;United Kingdom
15687;313.71;7;23;United Kingdom
15690;29.16;2;4;United Kingdom
15694;1277.58;9;8;United Kingdom
15695;41.1;2;266;United Kingdom
15696;207.97;10;33;United Kingdom
15699;42.7;1;17;United Kingdom
15700;70.16;1;173;United Kingdom
15701;205.95;3;2;United Kingdom
15703;15;1;264;United Kingdom
15704;407.77;3;140;United Kingdom
15705;15.9;1;201;United Kingdom
15706;92.75;4;59;United Kingdom
15707;117.12;4;35;United Kingdom
15708;472.64;8;40;United Kingdom
15709;17;1;283;United Kingdom
15712;134.7;3;9;United Kingdom
15714;50.7;2;11;United Kingdom
15716;255.01;4;145;United Kingdom
15717;68.1;1;234;United Kingdom
15719;486.76;13;32;United Kingdom
15720;80.02;1;24;United Kingdom
15721;69.79;1;11;United Kingdom
15722;214.45;4;35;United Kingdom
15723;12.95;1;364;United Kingdom
15724;13.2;1;201;United Kingdom
15725;61.48;1;15;United Kingdom
15727;367;6;16;United Kingdom
15729;55;1;212;United Kingdom
15730;95.58;2;65;United Kingdom
15733;17.7;1;282;United Kingdom
15734;175.3;2;114;United Kingdom
15737;255.7;6;22;United Kingdom
15738;504.17;10;18;United Kingdom
15739;30;1;66;United Kingdom
15740;58.84;1;49;United Kingdom
15743;132.4;4;16;United Kingdom
15745;176.88;3;19;United Kingdom
15746;36.84;1;134;United Kingdom
15747;117.28;3;12;United Kingdom
15748;36.1;1;40;United Kingdom
15749;1617.9;2;235;United Kingdom
15750;299.13;8;2;United Kingdom
15752;383.22;7;39;United Kingdom
15754;74.16;3;51;United Kingdom
15755;262.01;7;10;United Kingdom
15756;63.7;4;61;United Kingdom
15757;49.56;2;65;United Kingdom
15759;85;2;218;United Kingdom
15762;16.95;1;77;United Kingdom
15763;127.59;3;31;United Kingdom
15764;386.88;5;88;United Kingdom
15766;15.9;1;64;United Kingdom
15768;30.3;2;115;United Kingdom
15769;6187.42;13;40;United Kingdom
15773;63.96;1;5;United Kingdom
15774;24.15;1;68;United Kingdom
15776;42.29;1;133;United Kingdom
15777;104.4;1;241;United Kingdom
15780;57.3;3;183;United Kingdom
15781;23.5;2;134;United Kingdom
15782;341.46;3;9;United Kingdom
15785;285.12;5;29;United Kingdom
15786;544.33;4;43;United Kingdom
15787;116.37;3;26;United Kingdom
15789;15.6;1;358;United Kingdom
15790;16.64;1;10;United Kingdom
15791;149.09;2;43;United Kingdom
15795;112.65;1;149;United Kingdom
15796;268.75;8;1;United Kingdom
15797;661.2;2;214;United Kingdom
15799;80.06;3;75;United Kingdom
15800;54.54;2;107;United Kingdom
15801;115.21;2;60;United Kingdom
15802;-451.42;1;142;United Kingdom
15803;93.32;1;51;United Kingdom
15804;160.34;11;11;United Kingdom
15805;569.42;11;23;United Kingdom
15806;77.52;2;157;United Kingdom
15807;107.68;2;50;United Kingdom
15808;343.15;4;306;United Kingdom
15809;36.84;4;35;United Kingdom
15810;119.36;4;79;United Kingdom
15811;270.33;6;22;United Kingdom
15812;22.4;2;151;United Kingdom
15813;199.86;2;207;United Kingdom
15814;223.31;4;16;United Kingdom
15815;266.28;4;140;United Kingdom
15819;239;3;49;United Kingdom
15820;45.33;1;319;United Kingdom
15821;53.25;2;44;United Kingdom
15822;27.6;2;3;United Kingdom
15823;-330.9;1;337;United Kingdom
15826;244.27;3;56;United Kingdom
15827;229.59;11;73;United Kingdom
15829;62.46;1;140;United Kingdom
15830;87.3;1;37;United Kingdom
15831;89.69;2;58;United Kingdom
15832;127.56;1;254;United Kingdom
15834;182.61;3;70;United Kingdom
15835;92.8;4;44;United Kingdom
15837;106.79;1;64;United Kingdom
15838;2527.2;8;25;United Kingdom
15839;102.55;2;80;United Kingdom
15840;62.94;1;172;United Kingdom
15841;84.56;4;64;United Kingdom
15843;12.75;1;303;United Kingdom
15844;10.2;1;46;United Kingdom
15845;431.18;8;17;United Kingdom
15847;53.1;2;38;United Kingdom
15850;34.21;2;19;United Kingdom
15852;22.37;1;197;United Kingdom
15853;13.39;1;51;United Kingdom
15854;317.8;5;4;United Kingdom
15855;76.48;4;136;United Kingdom
15856;1652.11;23;4;United Kingdom
15858;227.82;5;15;United Kingdom
15860;90.23;7;40;United Kingdom
15861;333.05;7;12;United Kingdom
15862;147.26;4;8;United Kingdom
15863;5.34;1;25;United Kingdom
15864;573.24;3;26;United Kingdom
15865;67.1;2;88;United Kingdom
15866;21.9;1;101;United Kingdom
15867;490.95;16;5;United Kingdom
15869;9.9;1;277;United Kingdom
15870;30.94;1;32;United Kingdom
15872;64.01;1;14;United Kingdom
15874;845.74;8;63;United Kingdom
15877;37.89;2;1;United Kingdom
15880;40.47;1;369;United Kingdom
15881;30.2;3;312;United Kingdom
15882;66.96;3;198;United Kingdom
15883;46.65;2;2;United Kingdom
15885;100.8;1;93;United Kingdom
15886;29.75;1;60;United Kingdom
15888;1.45;1;80;United Kingdom
15889;21.57;2;156;United Kingdom
15891;53.1;1;226;United Kingdom
15894;12.69;1;369;United Kingdom
15895;3.75;1;149;United Kingdom
15897;24.36;1;194;United Kingdom
15898;102.83;2;1;United Kingdom
15900;91.59;1;23;United Kingdom
15901;50.37;3;16;United Kingdom
15903;415.44;5;26;United Kingdom
15904;9.3;1;8;United Kingdom
15906;237.95;5;19;United Kingdom
15907;180.87;3;3;United Kingdom
15910;193.35;8;0;United Kingdom
15912;3.35;1;233;United Kingdom
15916;223.39;8;16;United Kingdom
15917;24.55;1;247;United Kingdom
15918;40.78;1;271;United Kingdom
15919;72.75;2;19;United Kingdom
15920;18.95;1;154;United Kingdom
15921;92.5;1;172;United Kingdom
15922;70.5;1;373;United Kingdom
15923;10.08;1;372;United Kingdom
15925;97.25;1;194;United Kingdom
15930;54.48;1;67;United Kingdom
15932;173.33;6;4;United Kingdom
15933;104.33;3;21;United Kingdom
15935;25.88;1;239;United Kingdom
15938;77.7;1;201;United Kingdom
15939;981.7;8;107;United Kingdom
15940;35.8;1;311;United Kingdom
15942;40.68;1;133;United Kingdom
15944;175.2;1;276;United Kingdom
15947;213;1;82;United Kingdom
15948;105.15;2;8;United Kingdom
15949;17.4;1;71;United Kingdom
15950;187.35;5;1;United Kingdom
15951;94.82;2;8;United Kingdom
15952;74.53;4;33;United Kingdom
15953;147.11;6;25;United Kingdom
15955;306;7;24;United Kingdom
15957;44.05;1;31;United Kingdom
15963;14.85;1;19;United Kingdom
15965;78.37;4;17;United Kingdom
15967;61.26;2;23;United Kingdom
15969;34.2;2;49;United Kingdom
15970;66.3;1;303;United Kingdom
15971;533.1;5;67;United Kingdom
15974;297.24;6;95;United Kingdom
15975;42;1;84;United Kingdom
15976;41.37;2;165;United Kingdom
15977;96.1;2;17;United Kingdom
15978;187.4;1;77;United Kingdom
15980;226.08;2;88;United Kingdom
15981;366.6;4;77;United Kingdom
15983;113.8;4;22;United Kingdom
15984;308.48;7;4;United Kingdom
15985;195;1;236;United Kingdom
15986;19.8;1;30;United Kingdom
15987;72.11;4;12;United Kingdom
15988;36.3;1;19;United Kingdom
15990;85.82;2;44;United Kingdom
15993;245.51;7;8;United Kingdom
15994;36.05;1;54;United Kingdom
15996;137.51;5;116;United Kingdom
15998;367.01;5;36;United Kingdom
16003;181;5;29;United Kingdom
16005;87.41;4;12;United Kingdom
16006;10.2;1;211;United Kingdom
16007;150.88;4;47;United Kingdom
16009;142.05;2;43;United Kingdom
16010;37.15;3;245;United Kingdom
16011;427.1;13;8;United Kingdom
16012;71.51;3;35;United Kingdom
16013;2539.52;14;7;United Kingdom
16014;40.5;2;152;United Kingdom
16015;50.93;3;3;United Kingdom
16016;144.72;7;3;United Kingdom
16017;27.5;1;47;United Kingdom
16018;144.02;2;39;United Kingdom
16019;429.06;7;46;United Kingdom
16020;53.66;2;16;United Kingdom
16022;78.08;1;260;United Kingdom
16023;107.12;2;192;United Kingdom
16024;55.43;1;12;United Kingdom
16025;47.94;1;29;United Kingdom
16026;14.25;1;43;United Kingdom
16027;79.2;1;302;United Kingdom
16029;6226.9;30;44;United Kingdom
16030;38.8;1;309;United Kingdom
16031;45.68;2;92;United Kingdom
16033;1056.36;19;5;United Kingdom
16034;28.4;2;208;United Kingdom
16036;110.54;2;87;United Kingdom
16037;59.4;3;269;United Kingdom
16038;40.8;1;201;United Kingdom
16040;152.86;3;65;United Kingdom
16042;186.48;5;22;United Kingdom
16043;42.45;3;37;United Kingdom
16045;185.95;3;119;United Kingdom
16048;100.8;1;373;United Kingdom
16049;114.78;3;40;United Kingdom
16052;36.1;1;54;United Kingdom
16053;126.4;2;32;United Kingdom
16054;79.19;1;145;United Kingdom
16055;44.75;1;220;United Kingdom
16056;74.95;1;45;United Kingdom
16057;295;4;16;United Kingdom
16059;219.7;5;71;United Kingdom
